timestamp,open,high,low,close,volume
1768857060000,95303.48,95401.21,95180.36,95288.06,315.7395
1768857120000,95184.98,95239.05,95152.12,95189.27,903.0793
1768857180000,95262.86,95346.7,95221.58,95261.52,809.6284
1768857240000,95194.28,95393.72,94967.55,95211.12,895.403
1768857300000,95096.44,95274.45,94940.23,95136.27,1007.3941
1768857360000,95202.66,95310.47,95022.76,95167.92,207.9277
1768857420000,95158.23,95262.07,95054.97,95197.83,532.9707
1768857480000,95131.7,95277.89,95029.49,95183.09,945.3375
1768857540000,95256.88,95319.12,95218.37,95259.89,468.5566
1768857600000,95180.85,95277.37,95140.28,95200.73,599.8201
1768857660000,95255.04,95356.68,95104.6,95220.82,148.2511
1768857720000,95381.12,95472.26,95150.54,95274.55,612.1208
1768857780000,95237.15,95418.34,95128.51,95262.87,350.8049
1768857840000,95367.68,95465.53,95102.87,95220.88,248.9132
1768857900000,95175.32,95230.32,95056.3,95168.5,434.6257
1768857960000,95140.0,95315.82,95062.77,95222.78,986.3213
1768858020000,95280.83,95390.06,95178.22,95281.87,802.1778
1768858080000,95359.71,95421.93,95206.82,95315.44,1379.989
1768858140000,95277.41,95375.92,95204.17,95289.03,1030.3973
1768858200000,95264.72,95331.29,95189.97,95279.43,266.7775
1768858260000,95267.97,95501.48,95042.21,95270.71,715.2305
1768858320000,95258.31,95363.97,95203.84,95293.16,483.1065
1768858380000,95304.68,95480.42,95235.13,95342.02,434.57
1768858440000,95239.36,95572.28,95060.74,95327.65,369.4639
1768858500000,95260.73,95425.49,95198.88,95345.1,231.1991
1768858560000,95464.99,95583.28,95312.36,95409.93,820.6148
1768858620000,95399.86,95604.08,95348.31,95464.41,387.3538
1768858680000,95519.21,95567.74,95379.43,95489.19,269.1452
1768858740000,95553.75,95757.87,95319.56,95532.44,549.5807
1768858800000,95573.06,95634.21,95458.08,95530.34,477.8196
1768858860000,95506.59,95592.99,95352.94,95477.02,1253.6794
1768858920000,95581.77,95679.58,95497.19,95571.36,281.1992
1768858980000,95626.46,95838.44,95545.01,95646.76,1149.9417
1768859040000,95682.83,95786.54,95655.48,95703.72,852.9315
1768859100000,95656.56,95799.74,95572.87,95676.56,238.8251
1768859160000,95622.8,95706.77,95587.9,95634.67,923.4076
1768859220000,95704.12,95775.93,95540.43,95674.48,121.7857
1768859280000,95637.88,95742.71,95534.62,95644.15,225.944
1768859340000,95740.45,95815.95,95546.62,95671.89,411.3518
1768859400000,95673.14,95767.77,95493.38,95619.77,721.7816
1768859460000,95459.97,95723.56,95338.24,95606.38,959.1985
1768859520000,95669.22,95754.24,95490.49,95600.35,515.3835
1768859580000,95561.73,95634.87,95404.69,95551.89,493.2836
1768859640000,95625.87,95702.13,95414.72,95592.69,1113.6335
1768859700000,95590.49,95656.99,95436.78,95539.05,734.0995
1768859760000,95441.07,95683.66,95353.48,95495.51,1007.3641
1768859820000,95587.35,95664.68,95327.3,95476.22,555.6362
1768859880000,95663.51,95754.53,95318.78,95469.05,449.2622
1768859940000,95504.4,95601.68,95274.93,95488.61,428.4249
1768860000000,95509.38,95544.13,95397.65,95480.17,1038.6321
1768860060000,95449.45,95596.57,95218.39,95452.62,445.5142
1768860120000,95394.29,95468.9,95351.79,95415.32,790.0911
1768860180000,95392.81,95481.3,95358.69,95446.21,308.5019
1768860240000,95311.35,95485.2,95252.98,95409.85,448.488
1768860300000,95430.77,95558.41,95289.11,95391.56,630.0725
1768860360000,95371.48,95517.58,95309.0,95433.76,395.1174
1768860420000,95320.4,95545.64,95187.62,95419.39,321.5319
1768860480000,95519.5,95589.23,95241.13,95423.25,372.8018
1768860540000,95395.28,95528.23,95312.41,95432.24,480.8434
1768860600000,95563.12,95630.1,95334.66,95468.89,627.4619
1768860660000,95583.64,95632.21,95462.48,95581.61,1126.9443
1768860720000,95572.47,95660.05,95453.84,95567.31,1133.7737
1768860780000,95783.94,95855.28,95530.72,95663.44,116.4851
1768860840000,95599.31,95684.24,95551.84,95604.31,748.2863
1768860900000,95349.89,95633.51,95272.34,95503.14,990.1351
1768860960000,95375.12,95579.01,95304.14,95451.51,226.8045
1768861020000,95466.55,95534.13,95364.16,95457.17,152.5158
1768861080000,95608.77,95752.44,95481.28,95569.81,709.8759
1768861140000,95539.91,95607.49,95439.72,95549.55,617.8395
1768861200000,95618.12,95674.88,95551.49,95593.49,784.6877
1768861260000,95485.61,95602.3,95435.45,95553.45,421.7648
1768861320000,95640.53,95802.37,95521.49,95666.98,170.0127
1768861380000,95763.0,95931.62,95626.11,95755.19,344.5007
1768861440000,95695.63,95789.61,95623.03,95710.76,1084.741
1768861500000,95715.99,95745.03,95600.83,95653.3,498.6482
1768861560000,95713.14,95891.99,95604.23,95741.52,286.6918
1768861620000,95812.96,95935.41,95544.65,95730.68,682.5407
1768861680000,95807.86,95840.25,95728.35,95778.97,628.3383
1768861740000,95795.18,95853.06,95672.55,95795.38,374.2908
1768861800000,95754.61,95878.08,95689.82,95824.41,823.2253
1768861860000,95823.69,95953.29,95615.75,95798.94,334.2312
1768861920000,95732.08,95889.17,95689.52,95807.83,231.6944
1768861980000,95795.02,95879.8,95695.96,95797.56,221.348
1768862040000,95802.33,95878.3,95718.27,95833.59,291.4875
1768862100000,95713.6,95784.89,95653.87,95733.7,992.8006
1768862160000,95808.34,95880.12,95716.94,95807.87,344.8969
1768862220000,95925.31,96033.05,95804.21,95886.64,669.7015
1768862280000,95867.04,95945.68,95828.87,95913.56,92.5542
1768862340000,96043.5,96157.09,95895.16,96039.19,299.4692
1768862400000,96119.57,96230.79,96031.76,96121.17,957.2347
1768862460000,96168.31,96221.01,96125.26,96165.68,711.3544
1768862520000,96201.47,96252.99,96156.77,96216.89,163.2209
1768862580000,96172.59,96418.86,96099.25,96263.35,1141.0964
1768862640000,96086.35,96325.15,95895.19,96171.66,597.2702
1768862700000,96248.94,96317.24,96005.27,96159.03,636.8285
1768862760000,96153.13,96306.5,96109.24,96211.93,145.4016
1768862820000,96314.51,96352.81,96270.97,96315.1,274.1934
1768862880000,96311.63,96361.94,96131.36,96273.06,100.8732
1768862940000,96195.02,96235.13,96109.8,96185.44,524.4342
1768863000000,96204.96,96342.89,95934.22,96211.47,263.0457
1768863060000,96119.73,96149.37,96036.68,96116.1,241.255
1768863120000,96049.17,96194.45,95956.0,96096.05,501.9181
1768863180000,96085.28,96182.27,96023.16,96095.29,523.5794
1768863240000,96040.84,96127.19,95965.93,96039.04,1226.3872
1768863300000,96069.09,96160.54,95984.01,96045.96,211.1735
1768863360000,96158.93,96217.48,95940.18,96074.06,1162.3211
1768863420000,96008.19,96124.83,95900.5,96028.16,436.552
1768863480000,96006.05,96168.35,95775.36,95963.84,409.5936
1768863540000,95986.17,96016.32,95896.11,95940.87,257.2676
1768863600000,95900.41,95937.66,95827.4,95880.97,389.5913
1768863660000,95941.79,96011.04,95911.12,95951.56,596.5218
1768863720000,96010.14,96095.7,95793.35,95971.29,211.5242
1768863780000,95993.07,96091.26,95843.5,95958.72,206.3034
1768863840000,96003.86,96061.63,95855.23,95994.67,942.5487
1768863900000,96009.8,96122.43,95922.84,96007.42,774.9499
1768863960000,95970.07,96119.16,95902.92,96011.27,447.5072
1768864020000,96045.46,96143.84,95791.98,95976.97,238.1569
1768864080000,95894.8,96034.75,95859.29,95947.25,207.3433
1768864140000,95913.32,95950.97,95827.24,95869.25,568.2583
1768864200000,95877.31,96077.38,95812.16,95952.44,539.7161
1768864260000,95963.73,96057.92,95874.69,95981.97,846.0057
1768864320000,96029.97,96077.16,95962.53,95999.46,362.7391
1768864380000,96001.02,96073.26,95906.82,95995.02,242.4848
1768864440000,95963.19,96063.06,95854.07,95931.79,526.8528
1768864500000,95825.6,95926.8,95786.31,95865.18,448.2275
1768864560000,95732.64,95863.01,95666.78,95783.39,462.1162
1768864620000,95792.27,95883.83,95602.08,95728.25,503.4741
1768864680000,95693.98,95786.67,95562.81,95697.6,630.9675
1768864740000,95884.76,95970.04,95702.94,95799.31,365.1689
1768864800000,95849.35,95919.72,95784.53,95843.3,229.1798
1768864860000,95730.74,95974.65,95642.76,95852.37,290.4669
1768864920000,95839.99,96031.58,95703.09,95824.04,134.5701
1768864980000,95723.72,95861.49,95664.95,95759.2,789.9636
1768865040000,95746.28,95842.76,95651.56,95741.47,375.7449
1768865100000,95771.72,95856.79,95688.42,95779.14,1198.1792
1768865160000,95934.81,95987.61,95779.47,95903.81,711.3431
1768865220000,95873.61,95932.28,95729.12,95809.98,442.578
1768865280000,95890.72,95931.66,95761.67,95817.3,634.4598
1768865340000,95774.31,95972.82,95576.06,95765.97,487.3423
1768865400000,95701.49,95833.85,95606.02,95728.71,924.025
1768865460000,95624.82,95860.99,95563.4,95725.76,658.3711
1768865520000,95689.48,95785.71,95582.17,95713.16,443.3846
1768865580000,95757.91,95821.35,95674.16,95729.38,489.8221
1768865640000,95648.14,95771.64,95560.16,95705.93,343.5392
1768865700000,95753.42,95822.98,95499.75,95657.35,105.3074
1768865760000,95743.0,95964.52,95543.75,95705.24,551.7416
1768865820000,95657.66,95828.7,95574.38,95714.5,78.948
1768865880000,95699.1,95775.41,95675.21,95738.87,1045.6271
1768865940000,95606.59,95874.33,95508.55,95695.16,226.8831
1768866000000,95741.29,95775.12,95652.32,95719.21,275.8186
1768866060000,95680.92,95825.13,95540.93,95614.73,619.5016
1768866120000,95600.46,95662.25,95557.7,95623.77,797.7182
1768866180000,95611.11,95767.55,95439.29,95634.96,135.7663
1768866240000,95639.76,95730.93,95361.71,95550.75,259.4505
1768866300000,95550.77,95689.34,95395.05,95508.36,671.789
1768866360000,95578.72,95641.2,95389.4,95488.79,339.9936
1768866420000,95471.54,95626.71,95416.1,95524.38,331.4468
1768866480000,95484.91,95591.66,95398.53,95506.43,571.4843
1768866540000,95534.45,95619.67,95384.66,95531.21,111.4402
1768866600000,95582.55,95705.06,95409.63,95598.0,398.8203
1768866660000,95680.86,95767.44,95497.96,95646.69,471.0367
1768866720000,95653.68,95768.15,95572.54,95664.44,1354.09
1768866780000,95777.48,95834.7,95592.63,95709.3,648.864
1768866840000,95547.99,95841.19,95449.34,95659.98,491.4936
1768866900000,95643.28,95755.36,95525.41,95668.77,672.5579
1768866960000,95775.91,95869.85,95504.82,95681.5,524.3263
1768867020000,95682.42,95738.83,95639.48,95680.48,165.3717
1768867080000,95514.13,95784.12,95411.32,95639.7,435.2981
1768867140000,95653.58,95742.41,95613.54,95669.34,434.3344
1768867200000,95716.94,95880.28,95493.9,95649.67,818.099
1768867260000,95784.01,95880.17,95498.14,95686.77,1062.9302
1768867320000,95740.69,95806.4,95538.88,95689.47,246.801
1768867380000,95620.83,95684.99,95389.15,95585.32,487.6985
1768867440000,95495.4,95644.38,95419.77,95523.0,703.5335
1768867500000,95502.1,95584.44,95452.71,95507.86,1076.7222
1768867560000,95670.02,95723.98,95522.3,95615.65,525.5057
1768867620000,95630.91,95797.98,95528.03,95681.51,383.6423
1768867680000,95553.37,95700.87,95443.48,95578.41,374.2849
1768867740000,95515.31,95565.37,95400.47,95482.84,1206.8262
1768867800000,95628.4,95714.54,95492.95,95557.66,191.2518
1768867860000,95595.0,95721.29,95404.87,95612.94,287.8565
1768867920000,95709.66,95818.28,95677.63,95743.79,763.3994
1768867980000,95775.68,95916.02,95501.47,95705.73,151.893
1768868040000,95714.11,95789.67,95597.43,95677.87,591.2199
1768868100000,95684.64,95767.46,95624.97,95697.2,489.1217
1768868160000,95712.44,95827.15,95596.78,95695.92,331.4547
1768868220000,95756.58,95832.0,95648.83,95724.44,135.2316
1768868280000,95715.27,95925.1,95580.61,95719.72,377.6371
1768868340000,95768.9,95876.13,95653.62,95724.07,535.5501
1768868400000,95696.88,95832.66,95506.23,95654.12,942.215
1768868460000,95684.38,95850.41,95552.93,95705.18,1214.7782
1768868520000,95660.6,95857.62,95496.93,95667.54,584.7366
1768868580000,95597.07,95882.96,95489.15,95673.32,738.5115
1768868640000,95665.42,95911.91,95520.96,95757.9,130.4037
1768868700000,95663.41,95833.24,95528.94,95666.68,661.6145
1768868760000,95785.82,95815.53,95678.23,95768.32,971.3172
1768868820000,95613.73,95896.81,95542.67,95782.67,571.3687
1768868880000,95842.36,95924.3,95621.7,95733.09,381.7401
1768868940000,95882.61,95976.99,95532.84,95750.36,363.1403
1768869000000,95830.66,95882.94,95745.27,95811.99,336.4995
1768869060000,95768.26,95855.29,95675.14,95777.05,907.5835
1768869120000,95863.89,95912.95,95737.43,95807.02,351.2454
1768869180000,95835.99,95954.36,95805.22,95912.74,324.5524
1768869240000,95839.05,95989.11,95748.77,95912.72,308.3811
1768869300000,95896.99,95956.68,95831.36,95892.33,390.4575
1768869360000,95882.74,96023.76,95817.93,95906.37,786.6957
1768869420000,95987.7,96043.39,95821.23,95914.64,1041.4735
1768869480000,96007.27,96043.06,95915.28,95963.29,586.1184
1768869540000,95870.22,96119.87,95769.92,95973.56,296.5638
1768869600000,95914.52,96011.81,95861.99,95922.49,805.5521
1768869660000,95935.53,96009.04,95772.7,95874.13,565.2111
1768869720000,95921.97,96055.7,95687.81,95816.58,721.6606
1768869780000,95736.78,95818.7,95692.46,95766.33,620.2707
1768869840000,95730.48,95788.02,95652.67,95698.71,1183.5164
1768869900000,95685.83,95797.18,95566.63,95664.18,243.241
1768869960000,95584.31,95683.62,95503.9,95569.61,524.685
1768870020000,95542.67,95689.01,95367.55,95459.65,437.0034
1768870080000,95372.83,95512.95,95303.96,95448.68,841.7084
1768870140000,95519.19,95569.91,95469.47,95511.91,922.6573
1768870200000,95664.55,95716.28,95476.56,95578.06,1094.0716
1768870260000,95602.21,95749.25,95395.48,95539.73,317.2156
1768870320000,95573.62,95625.77,95431.82,95514.22,279.3468
1768870380000,95646.69,95817.26,95478.86,95616.91,350.5825
1768870440000,95594.01,95689.06,95562.21,95634.87,363.5929
1768870500000,95644.27,95672.23,95596.4,95627.08,1194.3432
1768870560000,95624.55,95761.15,95413.89,95601.31,1196.8507
1768870620000,95549.99,95722.64,95504.92,95603.56,191.225
1768870680000,95549.89,95713.76,95363.08,95550.33,541.7618
1768870740000,95558.92,95602.28,95486.65,95539.04,1071.0912
1768870800000,95605.98,95647.92,95535.83,95610.69,997.6581
1768870860000,95557.5,95820.2,95486.03,95652.31,594.8504
1768870920000,95489.83,95653.14,95361.74,95529.55,1019.5489
1768870980000,95517.39,95601.84,95328.78,95467.82,174.2919
1768871040000,95436.33,95515.16,95329.37,95423.45,610.3395
1768871100000,95461.5,95499.81,95404.92,95441.86,152.2147
1768871160000,95509.74,95604.58,95385.71,95488.76,102.69
1768871220000,95491.95,95547.49,95438.55,95496.02,476.847
1768871280000,95452.45,95520.07,95367.33,95415.82,608.7757
1768871340000,95376.8,95624.6,95176.59,95398.76,318.7679
1768871400000,95414.85,95460.02,95330.48,95407.52,473.0275
1768871460000,95408.75,95458.59,95341.46,95408.84,259.7104
1768871520000,95363.17,95476.04,95323.1,95411.44,303.1778
1768871580000,95361.85,95501.84,95323.44,95403.47,338.7565
1768871640000,95419.48,95545.42,95346.85,95443.74,1235.9669
1768871700000,95486.84,95546.32,95346.06,95444.17,555.1454
1768871760000,95361.81,95513.78,95312.25,95403.83,1298.8566
1768871820000,95386.69,95514.59,95273.0,95415.42,665.9101
1768871880000,95329.54,95435.5,95298.79,95376.42,657.038
1768871940000,95404.42,95480.95,95249.12,95335.85,267.2111
1768872000000,95354.02,95465.11,95291.51,95381.09,184.364
1768872060000,95246.53,95458.78,95082.58,95310.7,635.1534
1768872120000,95320.6,95429.85,95212.38,95335.57,1039.8322
1768872180000,95181.17,95335.08,95130.97,95219.14,478.5929
1768872240000,95340.31,95392.14,95213.3,95330.87,229.0141
1768872300000,95282.55,95390.55,95255.02,95325.73,340.0622
1768872360000,95397.5,95542.65,95258.22,95344.93,519.1647
1768872420000,95270.93,95444.57,95207.77,95346.16,797.8825
1768872480000,95280.52,95475.74,95229.31,95325.02,523.1678
1768872540000,95313.73,95459.66,95130.8,95348.42,531.9813
1768872600000,95173.51,95328.06,95133.57,95248.39,385.5008
1768872660000,95258.55,95385.85,95062.84,95285.99,369.4848
1768872720000,95181.37,95343.92,95129.75,95278.33,895.2269
1768872780000,95266.69,95337.03,95002.11,95222.45,85.0573
1768872840000,95234.13,95263.34,95144.52,95208.39,365.0407
1768872900000,95172.5,95367.43,95082.22,95204.63,773.8913
1768872960000,95178.48,95242.49,95071.68,95158.96,369.6963
1768873020000,95147.66,95278.7,95069.46,95192.8,600.1864
1768873080000,95162.74,95227.44,95086.09,95187.09,285.4742
1768873140000,95166.8,95341.69,95099.68,95205.93,413.9299
1768873200000,95293.52,95378.13,95202.75,95264.96,665.3418
1768873260000,95167.71,95287.15,95027.66,95174.05,76.2857
1768873320000,95129.66,95277.99,94955.07,95082.89,523.9407
1768873380000,95082.7,95161.81,94967.56,95083.74,750.778
1768873440000,95010.47,95245.2,94947.06,95053.65,136.6656
1768873500000,94973.76,95115.82,94818.29,95010.39,328.5792
1768873560000,94935.91,94972.38,94868.33,94931.4,882.6692
1768873620000,94933.66,95003.68,94699.67,94886.59,157.6622
1768873680000,94946.23,95127.45,94796.48,94937.83,559.1922
1768873740000,94901.48,95075.8,94857.08,94976.45,591.8385
1768873800000,94951.29,95134.46,94761.1,94968.59,1091.4607
1768873860000,94960.17,95131.76,94837.07,94939.59,447.8039
1768873920000,95050.61,95129.24,94747.22,94951.5,927.9032
1768873980000,94956.7,95084.66,94879.32,94985.36,252.548
1768874040000,94929.71,95031.17,94792.64,94924.71,323.2741
1768874100000,94896.72,95014.81,94804.89,94934.27,300.6986
1768874160000,95028.57,95088.86,94897.38,95018.9,600.1184
1768874220000,95126.48,95185.11,95015.62,95072.25,110.9874
1768874280000,95129.99,95268.93,94903.44,95055.81,601.4214
1768874340000,95092.46,95145.01,94982.22,95078.56,488.422
